Date,Impressions Envoyees,Key
19/01/2017,44 552,1113
19/01/2017,52 567,471998-10
19/01/2017,53 025,471998-2
19/01/2017,83 569,460206-57
19/01/2017,88 222,473098-15
19/01/2017,1 286 096,-
19/01/2017,4 706 811,-
20/01/2017,3,Backgroundmobile-WL-fb
20/01/2017,25,523402-10
20/01/2017,27,523404-2
20/01/2017,29,523402-57
20/01/2017,31,523404-15
20/01/2017,134,391854-57
20/01/2017,194,391890-15
20/01/2017,199,391854-10
20/01/2017,203,Handball17_interdesktop_handnews
20/01/2017,889,8100
20/01/2017,1 234,4571
20/01/2017,1 788,452900-10
20/01/2017,2 069,452900-57
20/01/2017,2 901,393782-10
20/01/2017,3 043,393782-9
20/01/2017,3 139,393782-57
20/01/2017,3 351,4565
20/01/2017,3 486,392430-10
20/01/2017,3 672,392430-57
20/01/2017,4 177,392466-15
20/01/2017,4 344,394024-2
20/01/2017,5 806,393178-57
20/01/2017,6 183,2437
20/01/2017,9 413,394166-2
20/01/2017,10 309,393178-10
20/01/2017,10 641,393322-10
20/01/2017,10 641,413522-10
20/01/2017,11 257,394154-57
20/01/2017,12 054,1802
20/01/2017,13 147,4567
20/01/2017,14 619,393342-15
20/01/2017,14 877,393322-57
20/01/2017,15 735,471996-58
20/01/2017,16 096,394166-88
20/01/2017,16 265,1801
20/01/2017,17 076,Backgroundmobile-Adidas-Handnews
20/01/2017,17 561,394008-57
20/01/2017,21 727,395228-10
20/01/2017,24 642,395228-57
20/01/2017,26 027,471996-10
20/01/2017,33 385,394008-10
20/01/2017,35 404,471998-10
20/01/2017,36 138,471998-2
20/01/2017,36 520,394024-15
20/01/2017,36 774,460206-10
20/01/2017,43 835,1113
20/01/2017,51 861,13359
20/01/2017,69 379,460206-57
20/01/2017,69 774,473098-15
20/01/2017,1 034 562,-
20/01/2017,3 808 566,-
21/01/2017,37,523404-15
21/01/2017,42,523402-10
21/01/2017,42,523404-2
21/01/2017,46,523402-57
21/01/2017,239,391854-57
21/01/2017,297,391890-15
21/01/2017,307,391854-10
21/01/2017,671,8100
21/01/2017,872,4571
21/01/2017,1 730,452900-10
21/01/2017,1 977,452900-57
21/01/2017,2 131,393782-10
21/01/2017,2 260,393782-9
21/01/2017,2 364,393782-57
21/01/2017,2 818,1801
21/01/2017,2 849,392430-10
21/01/2017,3 005,394024-2
21/01/2017,3 007,392430-57
21/01/2017,3 152,4565
21/01/2017,3 446,392466-15
21/01/2017,4 449,1802
21/01/2017,4 548,393322-10
21/01/2017,4 655,393178-57
21/01/2017,6 955,393342-15
21/01/2017,6 975,2437
21/01/2017,7 143,393322-57
21/01/2017,8 534,393178-10
21/01/2017,10 107,394166-2
21/01/2017,11 757,413522-10
21/01/2017,12 592,394154-57
21/01/2017,13 391,4567
21/01/2017,13 597,471996-58
21/01/2017,17 822,394166-88
21/01/2017,18 287,394008-57
21/01/2017,20 496,395228-10
21/01/2017,22 002,471996-10
21/01/2017,27 465,1113
21/01/2017,27 946,460206-10
21/01/2017,27 948,395228-57
21/01/2017,28 645,471998-10
21/01/2017,30 145,471998-2
21/01/2017,34 784,394008-10
21/01/2017,34 984,394024-15
21/01/2017,51 655,460206-57
21/01/2017,53 773,473098-15
21/01/2017,69 713,13359
21/01/2017,1 009 715,-
21/01/2017,3 856 489,-
22/01/2017,41,523404-15
22/01/2017,52,523404-2
22/01/2017,64,523402-10
22/01/2017,67,523402-57
22/01/2017,138,391854-57
22/01/2017,187,391890-15
22/01/2017,188,391854-10
22/01/2017,381,8100
22/01/2017,1 080,4571
22/01/2017,1 713,392430-10
22/01/2017,1 838,392430-57
22/01/2017,1 991,392466-15
22/01/2017,2 522,1801
22/01/2017,2 631,452900-10
22/01/2017,2 722,393782-10
22/01/2017,2 875,393782-9
22/01/2017,2 942,452900-57
22/01/2017,3 008,393782-57
22/01/2017,3 060,394024-2
22/01/2017,3 288,4565
22/01/2017,5 303,393178-57
22/01/2017,7 866,393322-10
22/01/2017,8 462,2437
22/01/2017,8 920,393178-10
22/01/2017,9 920,1802
22/01/2017,10 634,393342-15
22/01/2017,10 885,393322-57
22/01/2017,11 943,394166-2
22/01/2017,13 248,4567
22/01/2017,13 836,413522-10
22/01/2017,14 038,471996-58
22/01/2017,15 058,394154-57
22/01/2017,20 370,395228-10
22/01/2017,21 061,394166-88
22/01/2017,21 666,471996-10
22/01/2017,21 852,394008-57
22/01/2017,24 059,395228-57
22/01/2017,25 483,460206-10
22/01/2017,25 837,1113
22/01/2017,27 853,471998-10
22/01/2017,29 132,471998-2
22/01/2017,40 652,394024-15
22/01/2017,42 625,394008-10
22/01/2017,46 809,460206-57
22/01/2017,49 466,473098-15
22/01/2017,70 245,13359
22/01/2017,1 093 583,-
22/01/2017,3 973 364,-
23/01/2017,19,523404-15
23/01/2017,26,523404-2
23/01/2017,28,523402-10
23/01/2017,29,523402-57
23/01/2017,78,391854-57
23/01/2017,130,391890-15
23/01/2017,134,391854-10
23/01/2017,727,8100
23/01/2017,1 296,4571
23/01/2017,1 949,452900-10
23/01/2017,2 187,1801
23/01/2017,2 305,452900-57
23/01/2017,3 125,392430-10
23/01/2017,3 213,393782-10
23/01/2017,3 319,392430-57
23/01/2017,3 364,393782-9
23/01/2017,3 443,393782-57
23/01/2017,3 572,392466-15
23/01/2017,4 050,4565
23/01/2017,4 295,394024-2
23/01/2017,5 538,393178-57
23/01/2017,7 261,2437
23/01/2017,10 052,393178-10
23/01/2017,11 987,394166-2
23/01/2017,13 470,413522-10
23/01/2017,14 130,394154-57
23/01/2017,14 847,393322-10
23/01/2017,15 844,4567
23/01/2017,19 924,393342-15
23/01/2017,20 239,393322-57
23/01/2017,20 308,394166-88
23/01/2017,20 441,471996-58
23/01/2017,25 396,1802
23/01/2017,26 115,395228-10
23/01/2017,30 959,394008-57
23/01/2017,33 605,471996-10
23/01/2017,34 439,13359
23/01/2017,36 414,395228-57
23/01/2017,39 457,1113
23/01/2017,41 154,460206-10
23/01/2017,45 770,471998-10
23/01/2017,45 926,471998-2
23/01/2017,51 620,394024-15
23/01/2017,59 999,394008-10
23/01/2017,74 137,460206-57
23/01/2017,81 212,473098-15
23/01/2017,1 221 130,-
23/01/2017,4 714 300,-
24/01/2017,1,Backgroundmobile-WL-fb
24/01/2017,24,523404-15
24/01/2017,28,523402-10
24/01/2017,32,523402-57
24/01/2017,37,523404-2
24/01/2017,42,391854-57
24/01/2017,86,391890-15
24/01/2017,87,391854-10
24/01/2017,1 078,8100
24/01/2017,1 263,4571
24/01/2017,1 917,452900-10
24/01/2017,2 209,452900-57
24/01/2017,2 851,393782-10
24/01/2017,2 999,393782-9
24/01/2017,3 064,393782-57
24/01/2017,4 227,394024-2
24/01/2017,4 245,392430-10
24/01/2017,4 413,4565
24/01/2017,4 445,392430-57
24/01/2017,4 913,392466-15
24/01/2017,6 233,2437
24/01/2017,6 875,393178-57
24/01/2017,11 426,393178-10
24/01/2017,12 202,394166-2
24/01/2017,13 535,413522-10
24/01/2017,14 135,471996-58
24/01/2017,14 251,394154-57
24/01/2017,14 424,4567
24/01/2017,15 603,393322-10
24/01/2017,20 321,394008-57
24/01/2017,20 365,393342-15
24/01/2017,20 379,394166-88
24/01/2017,20 414,1802
24/01/2017,20 703,393322-57
24/01/2017,21 225,395228-57
24/01/2017,21 929,395228-10
24/01/2017,25 492,1801
24/01/2017,25 560,13359
24/01/2017,27 252,Backgroundmobile-Adidas-Handnews
24/01/2017,29 173,471996-10
24/01/2017,33 489,1113
24/01/2017,37 677,471998-10
24/01/2017,38 801,471998-2
24/01/2017,38 917,394008-10
24/01/2017,39 798,394024-15
24/01/2017,39 935,460206-10
24/01/2017,75 625,460206-57
24/01/2017,79 801,473098-15
24/01/2017,1 076 437,-
24/01/2017,4 042 044,-
25/01/2017,19,523404-15
25/01/2017,31,523402-57
25/01/2017,37,523402-10
25/01/2017,41,523404-2
25/01/2017,50,391854-57
25/01/2017,96,391890-15
25/01/2017,102,391854-10
25/01/2017,748,8100
25/01/2017,1 020,4571
25/01/2017,1 792,452900-10
25/01/2017,2 055,452900-57
25/01/2017,2 549,393782-10
25/01/2017,2 673,393782-9
25/01/2017,2 757,393782-57
25/01/2017,3 814,392430-10
25/01/2017,3 978,392430-57
25/01/2017,4 720,392466-15
25/01/2017,4 750,4565
25/01/2017,4 823,394024-2
25/01/2017,4 991,2437
25/01/2017,8 459,393178-57
25/01/2017,8 803,394166-2
25/01/2017,9 887,413522-10
25/01/2017,10 392,394154-57
25/01/2017,10 392,471996-58
25/01/2017,11 997,471996-10
25/01/2017,12 665,393178-10
25/01/2017,13 348,4567
25/01/2017,13 806,395228-57
25/01/2017,13 953,393322-10
25/01/2017,14 917,394166-88
25/01/2017,15 271,1802
25/01/2017,17 744,395228-10
25/01/2017,18 005,13359
25/01/2017,18 362,1801
25/01/2017,18 457,393342-15
25/01/2017,18 767,393322-57
25/01/2017,27 999,471998-10
25/01/2017,29 425,471998-2
25/01/2017,35 044,1113
25/01/2017,37 484,394008-57
25/01/2017,50 609,460206-10
25/01/2017,68 817,394024-15
25/01/2017,73 479,394008-10
25/01/2017,92 353,460206-57
25/01/2017,100 809,473098-15
25/01/2017,1 034 899,-
25/01/2017,3 687 983,-
26/01/2017,1,demo_habillage_video
26/01/2017,14,523404-15
26/01/2017,24,523404-2
26/01/2017,27,523402-57
26/01/2017,29,523402-10
26/01/2017,79,391854-57
26/01/2017,122,391890-15
26/01/2017,128,391854-10
26/01/2017,1 038,4571
26/01/2017,1 632,8100
26/01/2017,1 829,452900-10
26/01/2017,2 132,452900-57
26/01/2017,2 571,393782-10
26/01/2017,2 750,393782-9
26/01/2017,2 821,393782-57
26/01/2017,3 365,2437
26/01/2017,4 611,394024-2
26/01/2017,4 901,4565
26/01/2017,5 417,392430-10
26/01/2017,5 633,392430-57
26/01/2017,6 494,392466-15
26/01/2017,6 506,394166-2
26/01/2017,7 236,413522-10
26/01/2017,7 628,394154-57
26/01/2017,8 081,1802
26/01/2017,8 487,393178-57
26/01/2017,10 907,394166-88
26/01/2017,12 857,393178-10
26/01/2017,14 391,395228-57
26/01/2017,15 373,393322-10
26/01/2017,17 872,4567
26/01/2017,18 264,395228-10
26/01/2017,18 900,13359
26/01/2017,19 434,1801
26/01/2017,19 735,393342-15
26/01/2017,20 037,393322-57
26/01/2017,21 877,471998-10
26/01/2017,22 498,471998-2
26/01/2017,24 737,471996-10
26/01/2017,25 317,394008-57
26/01/2017,27 197,471996-58
26/01/2017,29 419,1113
26/01/2017,46 042,460206-10
26/01/2017,46 170,394024-15
26/01/2017,48 820,394008-10
26/01/2017,84 924,460206-57
26/01/2017,89 702,473098-15
26/01/2017,894 576,-
26/01/2017,3 396 129,-
27/01/2017,15,523404-15
27/01/2017,31,523402-57
27/01/2017,37,523402-10
27/01/2017,37,523404-2
27/01/2017,39,391854-57
27/01/2017,87,391890-15
27/01/2017,89,391854-10
27/01/2017,935,4571
27/01/2017,1 102,8100
27/01/2017,1 628,452900-10
27/01/2017,1 877,452900-57
27/01/2017,2 397,393782-10
27/01/2017,2 542,393782-9
27/01/2017,2 602,393782-57
27/01/2017,3 495,4565
27/01/2017,3 520,392430-10
27/01/2017,3 615,392430-57
27/01/2017,3 960,392466-15
27/01/2017,4 220,394024-2
27/01/2017,6 224,2437
27/01/2017,7 538,393178-57
27/01/2017,9 684,394166-2
27/01/2017,11 226,413522-10
27/01/2017,11 871,394154-57
27/01/2017,12 081,393178-10
27/01/2017,12 795,395228-57
27/01/2017,13 033,1802
27/01/2017,13 056,393322-10
27/01/2017,16 928,394166-88
27/01/2017,17 220,395228-10
27/01/2017,17 632,1801
27/01/2017,17 732,393342-15
27/01/2017,18 066,393322-57
27/01/2017,18 600,471996-10
27/01/2017,19 306,4567
27/01/2017,21 389,471996-58
27/01/2017,22 353,471998-10
27/01/2017,22 922,471998-2
27/01/2017,22 931,394008-57
27/01/2017,32 720,1113
27/01/2017,33 546,Backgroundmobile-Adidas-Handnews
27/01/2017,38 419,460206-10
27/01/2017,42 313,394024-15
27/01/2017,42 497,13359
27/01/2017,44 444,394008-10
27/01/2017,70 663,460206-57
27/01/2017,73 909,473098-15
27/01/2017,966 960,-
27/01/2017,3 385 142,-
28/01/2017,1,Backgroundmobile-WL-fb
28/01/2017,14,523404-15
28/01/2017,28,523402-10
28/01/2017,32,523404-2
28/01/2017,39,523402-57
28/01/2017,41,391854-57
28/01/2017,72,391854-10
28/01/2017,82,391890-15
28/01/2017,728,8100
28/01/2017,916,4571
28/01/2017,1 671,452900-10
28/01/2017,1 890,452900-57
28/01/2017,2 227,393782-10
28/01/2017,2 382,393782-9
28/01/2017,2 397,394024-2
28/01/2017,2 468,393782-57
28/01/2017,2 679,4565
28/01/2017,2 790,392430-10
28/01/2017,2 900,392430-57
28/01/2017,3 440,392466-15
28/01/2017,5 292,1802
28/01/2017,5 772,393178-57
28/01/2017,6 003,393322-10
28/01/2017,7 131,2437
28/01/2017,8 920,393342-15
28/01/2017,9 141,393322-57
28/01/2017,9 485,393178-10
28/01/2017,10 587,394166-2
28/01/2017,10 689,395228-57
28/01/2017,12 578,413522-10
28/01/2017,13 066,394154-57
28/01/2017,13 852,394008-57
28/01/2017,13 976,471996-10
28/01/2017,14 084,1801
28/01/2017,15 094,395228-10
28/01/2017,16 725,471996-58
28/01/2017,16 895,4567
28/01/2017,18 872,394166-88
28/01/2017,21 040,471998-10
28/01/2017,21 755,471998-2
28/01/2017,24 651,394024-15
28/01/2017,27 165,394008-10
28/01/2017,31 762,1113
28/01/2017,38 413,460206-10
28/01/2017,60 061,13359
28/01/2017,65 107,460206-57
28/01/2017,72 880,473098-15
28/01/2017,947 775,-
28/01/2017,3 355 104,-
29/01/2017,2,Backgroundmobile-WL-fb
29/01/2017,6,523404-15
29/01/2017,22,523404-2
29/01/2017,27,523402-57
29/01/2017,28,523402-10
29/01/2017,95,391854-57
29/01/2017,137,391854-10
29/01/2017,141,391890-15
29/01/2017,1 224,4571
29/01/2017,1 237,8100
29/01/2017,1 504,452900-10
29/01/2017,1 720,452900-57
29/01/2017,2 876,393782-10
29/01/2017,3 053,393782-9
29/01/2017,3 169,393782-57
29/01/2017,3 191,394024-2
29/01/2017,4 061,1802
29/01/2017,4 278,392430-10
29/01/2017,4 416,392430-57
29/01/2017,5 186,392466-15
29/01/2017,5 545,4565
29/01/2017,5 548,393178-57
29/01/2017,7 072,2437
29/01/2017,7 080,395228-57
29/01/2017,9 076,393178-10
29/01/2017,9 732,1801
29/01/2017,10 416,393322-10
29/01/2017,10 562,394166-2
29/01/2017,10 699,395228-10
29/01/2017,11 944,471996-10
29/01/2017,12 361,413522-10
29/01/2017,12 682,394154-57
29/01/2017,13 883,393342-15
29/01/2017,13 887,471996-58
29/01/2017,14 073,4567
29/01/2017,14 156,393322-57
29/01/2017,16 836,394008-57
29/01/2017,18 218,471998-10
29/01/2017,18 630,394166-88
29/01/2017,18 831,471998-2
29/01/2017,24 966,1113
29/01/2017,35 429,394024-15
29/01/2017,35 969,394008-10
29/01/2017,39 750,460206-10
29/01/2017,41 677,Backgroundmobile-Adidas-Handnews
29/01/2017,57 371,13359
29/01/2017,72 261,460206-57
29/01/2017,76 864,473098-15
29/01/2017,978 903,-
29/01/2017,3 547 143,-
30/01/2017,2,Backgroundmobile-WL-fb
30/01/2017,22,523404-15
30/01/2017,46,523402-10
30/01/2017,47,523402-57
30/01/2017,49,523404-2
30/01/2017,69,391854-57
30/01/2017,112,391854-10
30/01/2017,120,391890-15
30/01/2017,1 129,4571
30/01/2017,1 179,8100
30/01/2017,1 866,452900-10
30/01/2017,2 151,452900-57
30/01/2017,3 038,393782-10
30/01/2017,3 182,393782-9
30/01/2017,3 248,393782-57
30/01/2017,4 319,392430-10
30/01/2017,4 444,392430-57
30/01/2017,4 606,4565
30/01/2017,4 849,392466-15
30/01/2017,5 200,2437
30/01/2017,5 266,394024-2
30/01/2017,8 447,394166-2
30/01/2017,8 928,393178-57
30/01/2017,9 668,471996-10
30/01/2017,9 703,394154-57
30/01/2017,9 736,413522-10
30/01/2017,11 307,471996-58
30/01/2017,13 114,4567
30/01/2017,13 341,393178-10
30/01/2017,14 467,394166-88
30/01/2017,16 259,393322-10
30/01/2017,16 908,471998-10
30/01/2017,17 271,471998-2
30/01/2017,19 420,1113
30/01/2017,20 341,13359
30/01/2017,21 002,395228-57
30/01/2017,21 692,393342-15
30/01/2017,21 770,1802
30/01/2017,21 979,393322-57
30/01/2017,25 206,1801
30/01/2017,27 004,395228-10
30/01/2017,30 237,394008-57
30/01/2017,46 592,Backgroundmobile-Adidas-Handnews
30/01/2017,51 435,394024-15
30/01/2017,59 473,460206-10
30/01/2017,65 538,394008-10
30/01/2017,112 621,460206-57
30/01/2017,117 056,473098-15
30/01/2017,1 035 896,-
30/01/2017,3 603 885,-
31/01/2017,11,Backgroundmobile-WL-fb
31/01/2017,15,523404-15
31/01/2017,48,523402-57
31/01/2017,50,523402-10
31/01/2017,56,523404-2
31/01/2017,106,391854-57
31/01/2017,150,391854-10
31/01/2017,156,391890-15
31/01/2017,1 061,8100
31/01/2017,1 368,4571
31/01/2017,1 982,452900-10
31/01/2017,2 309,452900-57
31/01/2017,3 168,393782-10
31/01/2017,3 291,393782-9
31/01/2017,3 383,393782-57
31/01/2017,4 070,394024-2
31/01/2017,4 114,4565
31/01/2017,4 571,392430-10
31/01/2017,4 711,2437
31/01/2017,4 766,392430-57
31/01/2017,5 229,392466-15
31/01/2017,8 058,394166-2
31/01/2017,9 065,393178-57
31/01/2017,9 225,413522-10
31/01/2017,9 232,394154-57
31/01/2017,12 187,1802
31/01/2017,12 363,4567
31/01/2017,13 166,393178-10
31/01/2017,13 541,13359
31/01/2017,13 640,394166-88
31/01/2017,14 133,393322-10
31/01/2017,19 037,393342-15
31/01/2017,19 352,393322-57
31/01/2017,21 318,471998-10
31/01/2017,21 603,471998-2
31/01/2017,22 974,471996-10
31/01/2017,25 255,471996-58
31/01/2017,25 701,394008-57
31/01/2017,26 043,395228-57
31/01/2017,28 494,1113
31/01/2017,28 968,1801
31/01/2017,31 941,395228-10
31/01/2017,37 322,394024-15
31/01/2017,54 256,394008-10
31/01/2017,69 387,460206-10
31/01/2017,131 244,460206-57
31/01/2017,136 490,473098-15
31/01/2017,1 078 895,-
31/01/2017,3 824 268,-
